todel,year,rating,review,roberta_neg,roberta_neu,roberta_pos
8778,2016,1,Where can I manage Single / Return flights? Where can I manage the desired flight date? Sorry but the new update is a mess... :-( Why change it when the old one was easy and straight forward...?,1.5978583097457886,0.09489450603723526,-1.7843878269195557
8779,2016,1,Was a lot better when you could the  find. The cheapest flight by the month and not by date can you add this thanks for fast reply still like to see all price shown on graff table,-2.0008323192596436,0.019543170928955078,2.2775230407714844
8780,2016,1,I can't find flights easily. The old version of this app was more useful than the new version. I used to like the old one. Please check it and renew.,-0.5921164751052856,0.21611428260803223,0.4475773572921753
8781,2016,5,Much cleaner than the web-based version. Extremely pleased. Great job!! Sept 3 2016 update: I have used this app in so many corners of the world and still works great!,-2.22926664352417,-0.9481566548347473,4.103665828704834
8782,2016,2,"The app stopped letting you search open dates, or specific dates at all. You MUST choose a specific set, like a week one or two weeks out. Pretty much makes it useless",2.2736852169036865,-0.0196393933147192,-2.3103997707366943
8783,2016,2,Since the update the features I liked that no other app seemed to have have disappeared. Back to the browser or someone else's app for now. No longer special 😕,-0.14498235285282135,0.3094096779823303,-0.2531372606754303
8784,2016,5,Gets best deals and with price alerts you can track prices up and down. Recommend to everyone I know. Love it and saves stacks of time.,-2.338306188583374,-0.20744509994983673,3.1291980743408203
8785,2016,1,Update is a disaster. Happily used Skyscanner for 2 years. Been struggling with update but giving up. Dreadful. Will look for an alternative app.,1.7893028259277344,-0.14448009431362152,-1.6693373918533325
8786,2016,3,The old skyscanner apps seems much more focus on the flight search and the interface seems better especially the month view graph which used to be clearer and easy to identify cheaper fare.,-1.8568371534347534,0.030152346938848495,2.0724029541015625
8787,2016,1,Used to be a great app could see all prices for month ahead and book flights based on this.The old version was class. Seriously bring back the old App.,-0.966829776763916,0.2517263889312744,0.8296025395393372
8788,2016,5,Thank you developers.. Appreciate it to the core and keep up this awesome app for travelers... it's our life saver,-2.603689432144165,-0.8604652285575867,4.094252586364746
8789,2016,2,The updated app is difficult to use. Used to be much better. Easier to compare flights over a whole month and to select direct flights only.,-0.10366979241371155,0.1668500453233719,-0.00011855494085466489
8790,2016,4,Top Flight Deals show prices which cannot be found when one opens the list of flights. I'm still using it allways when planning a new trip.,-1.5898189544677734,0.755020260810852,0.8297967910766602
8791,2016,1,This was a 5 star app with a perfect search function but this new update is clumsy and poorly thought out. Please bring back the previous version of this app.,1.6707541942596436,-0.08679521828889847,-1.6222310066223145
8792,2016,1,"This app has become a real dog. I'm sure there is a way to select dates, but I can't find it. It used to be so intuitive.",0.6632993817329407,0.23400118947029114,-0.920926034450531
8793,2016,1,New version is not very intuitive. Used to love the previous version. Also gives me constantly a connection error.,1.5447521209716797,-0.03459141403436661,-1.5784605741500854
8794,2016,4,Good app or website to find cheap good flights. Organized and clean interface. Works for me.,-2.7294845581054688,-0.0034669034648686647,3.2336807250976562
8795,2016,5,"I think this GUI is better than the desktop version, especially as it remembers different trips to the same destination. Love the Happiness rating too 😊",-2.242915630340576,-0.45863819122314453,3.3939948081970215
8796,2016,5,The app. seems to be very user friendly & it does exactly 'what it says on the box'. The ability to sort by time of flight is also very useful.,-2.563124656677246,-0.00025177415227517486,3.1484432220458984
8797,2016,1,Updates during last year have ruined the app. Slow and annoying. Switching to Kayak.,3.0120296478271484,-0.4471019208431244,-2.577761650085449
8798,2016,1,Has been gone and sincerely I don't understand why???? How can you destroy on purpose such a great tool. It's really sad!!!!!!.,3.0365772247314453,-0.596964418888092,-2.683406114578247
8799,2016,4,Since desktops time I always used skyscanner to find cheapest flights. This apps make it lots easier now!,-2.836869478225708,0.10865400731563568,3.2604541778564453
8800,2016,5,"Loved this app since I started using it!  As a student abroad I love the ""everywhere"" feature when looking for the cheapest flights!",-2.337993860244751,-0.865860641002655,4.032517910003662
8801,2016,1,You updated the app again and it's the same problem as last time. You can't change destination and search properly. Please fix,1.8761698007583618,0.16334784030914307,-2.110128402709961
8802,2016,5,Great app. Give you every deal from all sites and including almost all of the airlines. Nice work,-2.283735752105713,-0.44321879744529724,3.4710052013397217
8803,2016,5,"Well, they fixed every single thing that I was disappointed that they had changed and they actually made it easier to read! Amazing! Skyscanner is #1 in my list again!",-1.6135377883911133,-0.37235721945762634,2.529970169067383
8804,2016,1,New update has ruined the usefulness and handiness of choosing a flight based on ones budget  rather than a specific date,1.7697031497955322,0.27241018414497375,-2.0946261882781982
8805,2016,5,Love this app. It's easy to use and the alert lets me get the flights I want at great prices,-2.266875743865967,-0.6600102186203003,3.7646405696868896
8806,2016,4,"Never used this app before, but missing the multi search flight option. Had a reply from the developers, they're working on it.",-0.7233598828315735,0.7849543690681458,-0.14561712741851807
8807,2016,3,Before i could search from a destination to anywhere with any dates not anymore now i have to put dates in. I just want to see if there is any great deals i could take advantage of im not searching for somwthing in particular but now i cant just do that its crap compared to before,1.1572831869125366,0.1784246265888214,-1.3956172466278076
8808,2016,1,This new version has destroyed the app. What were they thinking putting out a half baked app!?,2.984879732131958,-0.4490932524204254,-2.75085186958313
8809,2016,1,"This app used to be amazing why have they changed it, I will use something better now. Bring Back the old clean search with monthly search etc",-0.6176599264144897,0.02648128755390644,0.694466233253479
8810,2017,1,Love the site but app has half its features. Can't do multi and single way???,-0.2658863961696625,0.07771052420139313,0.3470262587070465
8811,2016,5,"Thank you so much for providing such a useful tool, in such an easy to use and manageable interface.",-2.3727803230285645,-0.7451514005661011,3.669121742248535
8812,2016,5,"I have tried other similar apps and ended up uninstalling them. Now, I only use this application for   information on available flights and pricing.",0.7717942595481873,0.6176444888114929,-1.4424364566802979
8813,2016,4,Gives you great price ranges depending on your preferentes. Quick searches and constantly updated.,-2.743833065032959,0.5272045731544495,2.5414512157440186
8814,2016,5,Easy to use. Much easier to find best prices from one site that searches best rates for you!,-2.5637733936309814,0.13420653343200684,2.9247968196868896
8815,2016,2,Disappointed that the option for bieng able to view monthly has gone. Was so much easier. Why ruin a good thing,1.684135913848877,-0.02892264910042286,-1.8134818077087402
8816,2016,1,"Why keep changing something what was good, you make it worse every time, you can't even search dates anymore !! What a pile of garbage",3.12174129486084,-0.6185286045074463,-2.5944409370422363
8817,2016,5,The new app is visually amazing and still very user friendly. Love using it!,-2.264509439468384,-1.0401756763458252,4.212002277374268
8818,2016,5,I saved 400 dollars by finding a flight that my travel agent couldn't find using this app.,-0.9621495008468628,0.3986688256263733,0.6437351107597351
8819,2016,5,"Clean UI, offers lots of savings, and never crashes! I love this app.",-2.122022867202759,-0.8873008489608765,3.8198118209838867
8820,2016,5,Only missing multi trip price watch but works great for everything else,-2.0050840377807617,0.25711822509765625,1.9395244121551514
8821,2016,1,Latest update has ruined it. Dont think it shows some airlines as well,2.3278894424438477,-0.03317134082317352,-2.422032594680786
8822,2016,5,Full service covering all airlines that you find some really good deals with:),-2.9561126232147217,-0.04474889114499092,3.5809824466705322
8823,2016,5,Love this app. Always gives me the best prices and so easy to use.,-2.0336368083953857,-0.9797327518463135,3.9598734378814697
8824,2016,1,I dont like this app now! I prefer how it was before!! Thanks,0.5096105337142944,0.11674616485834122,-0.6538463830947876
8825,2016,4,Nice app that you get cheap flight rate information ...,-2.237363815307617,0.30726245045661926,2.424309730529785
8826,2016,4,"Forget the title,  i been using it for a while,  just felt like reviewing it now after seeing jen on twitter.   Cheers!",-1.9399652481079102,0.6013200283050537,1.5168168544769287
8827,2016,1,Bring back simple and clear version! Why make it complicated?,-0.23386134207248688,0.4536716938018799,-0.17631244659423828
8828,2016,1,There was nothing wrong with the app so why change it? Please change it back to the old interface.,0.6496341228485107,0.5591404438018799,-1.3459358215332031
8829,2016,3,"Preferred the old design & focus on flights. The new app home page is annoying , should default to flights.",1.409569501876831,0.1628972589969635,-1.6034650802612305
8830,2016,4,"App is good but v limited options, happy feeling but not great kinda... Not v much Indian but yeah v good",-1.6503777503967285,-0.2188255339860916,2.3550658226013184
8831,2016,4,Useful and Cleer.  Be good if you could save personal settings and destinations and some kind of alert functionality would be great,-2.056154727935791,0.17631328105926514,2.153451442718506
8832,2016,5,Accurate and tight database of airports. Fast search. Great app!,-2.526913642883301,-0.15562672913074493,3.3263254165649414
8833,2016,4,Very good experience. Excellent prices with continuous tracking of the prices,-2.400418758392334,-0.1773153692483902,3.1676254272460938
8834,2016,5,Really good for finding the best options and prices! Good filters too,-2.5231451988220215,-0.3453182280063629,3.658789873123169
8835,2016,1,"no way to customize the time range, makes it completely useless, I'd rather go to the airline company to search one by one",1.728193759918213,0.2441711574792862,-2.0396313667297363
8836,2016,4,This app doesnt have a feature to search multiple cities flight.,1.8241500854492188,0.2728876769542694,-2.215512990951538
8837,2016,5,Great app. Very quick. The Currency selection option is very handy.,-2.4509434700012207,-0.4998677372932434,3.770934581756592
8838,2016,1,Things should improve...not getting worse...I cannot believe how bad it is now this app....Im unistalling it...that s how bad it is,2.7377915382385254,-0.5068666934967041,-2.32495379447937
8839,2016,1,"Used to be an excellent app, they should have left it alone. Please put it back how it was.",0.10862673819065094,0.2261737585067749,-0.32815614342689514
8840,2016,1,Hate the new interface. Before was much more useful,1.5303932428359985,-0.11382417380809784,-1.64239501953125
8841,2016,3,The app is giving a different rate from the main website. Its better to use the site using a laptop or desktop,-1.17453134059906,0.5186697244644165,0.7458735108375549
8842,2016,1,Take an app that was quite good and make it terrible to use. Well done skyscanner,0.18071143329143524,0.06982462108135223,-0.0938090905547142
8843,2016,4,"I like this application so easily and have a very good follow up, till date I recommended it to my friends",-2.479571580886841,-0.6428754925727844,3.9767022132873535
8844,2016,4,"Great apps, easy to use, accurate price, but could be better by adding ""Multiple City"" in the apps as in the web.",-2.10697340965271,-0.05860033631324768,2.49650239944458
8845,2016,1,Why is this once brilliant app so bloody hard to use now!? Rubbish!!,2.7774806022644043,-0.6840481162071228,-2.2075870037078857
8846,2016,4,Giving it a 4 star because I want to be able to choose the cheapest months and do multicity search in the app,-2.7245912551879883,0.7448762059211731,1.9879552125930786
8847,2016,5,Simple and least disturbing. Tracks the flight costs well.,-0.4620882570743561,0.6027709245681763,-0.0444270521402359
8848,2016,4,The app is great but it doesn't have the multi city option,-0.3128036558628082,0.12189912050962448,0.2559375464916229
8849,2016,4,Some similarities but a quick search option was not my first thought to choose,0.05162926763296127,0.9344229698181152,-1.072462558746338
8850,2016,5,The app is very simple and it serves what I am looking for. Definitely will recommend this to my friends..,-2.8026068210601807,-0.3446396589279175,3.803373336791992
8851,2016,5,Great job. As a coca cola rep I fly alot on this app is well designed,-2.620817184448242,-0.3161494731903076,3.603545904159546
8852,2016,4,"Best app , if only it could be predicting like kayak",-1.7208216190338135,0.2995658814907074,1.8002864122390747
8853,2016,4,Helps to find appropriate and suitable flight on one platform.,-2.3791894912719727,1.3745211362838745,0.9152334928512573
8854,2016,5,Woukd not use anything else. Recommended to all friends and family x,-1.3691941499710083,1.1145470142364502,0.23566819727420807
8855,2016,5,You made our life easy. It is simply amazing application.,-2.276352882385254,-0.5991285443305969,3.5900633335113525
8856,2016,5,"So easy to use, definitely the best flight search engine I've ever used",-2.509033679962158,-0.3942103981971741,3.651477575302124
8857,2016,5,You can find everything yoy need from this app from the cheapest possible price as well!,-3.131673574447632,0.4699258804321289,3.058704137802124
8858,2016,5,I fly 2 times a week and this is the best app to let me know what flight to get.,-2.9200711250305176,0.0875726044178009,3.421217679977417
8859,2016,5,The best part of this app is that it shows the prices for a whole month which helps you to plan your holiday if you are flexible,-2.6440961360931396,-0.2618250846862793,3.4868147373199463
8860,2016,5,I buy tickets all over looking for good deals this app is the best by far,-2.362515687942505,-0.40353766083717346,3.380335807800293
8861,2016,1,"How the #$&# do you find one way, no return flights.",1.1995253562927246,0.5157150030136108,-1.7567698955535889
8862,2016,5,Easy to use the price alerts are awsomeeee just love itttt,-1.9855786561965942,-0.9060706496238708,3.8552794456481934
8863,2016,5,Can check & compare the fares very eaisly. Loved it,-1.8799571990966797,-0.19764143228530884,2.56269907951355
8864,2016,5,It is very easy to use and choose the best flights.,-2.554060459136963,0.018509138375520706,3.0701522827148438
8865,2016,3,Please include multi city booking option in app too.,-2.5134425163269043,1.6763851642608643,0.7773318290710449
8866,2016,5,Love this app!! Great for economical world travelers,-2.5959274768829346,-0.6711915135383606,4.019525051116943
8867,2016,5,Absolutely amazing app. Shows what I need n how I need,-2.485488176345825,-0.4001242518424988,3.4535317420959473
8868,2016,5,"Perfeito para uma busca rápida por voos, e ainda com alertas sobre alterações nos valores.",-0.9176931381225586,1.6780400276184082,-0.7670739889144897
8869,2016,4,"I still use this app all the time, but it is now far less user friendly since the update. The ""explore top deals"" function with tile format is useless to me, the flight search function should be where that is. That said, the monthly price views for flights to a certain destination are still excellent.  I have saved a lot of money with Skyscanner. I hope developers are taking these comments on board and make a change. Multi city search like Kayak does would also be nice.",-0.2774346172809601,0.14458490908145905,0.22486165165901184
8870,2016,3,"New version extremely unintuitive. Also missing is the ability to select ""anytime"" which limits casual searching for flights. Entire month missing in parts. Also, on the widget I tapped the £17 to Germany result and it searched for deals and returned 3. Cheapest was a £23 return to Bremen leaving and returning the same day(!!!) and the others were over £1200. No option to change any options post search. Useless. Still doesn't deserve the 1* reviews from the over reactionary crowd tho",2.02731990814209,-0.018004730343818665,-2.132833957672119
8871,2016,1,"Primary features that made this service useful for planning random trips to anywhere have been removed. No more globe or ""united States to anywhere outside us"" filter to ensure I can skip all the continental flights. No more""all months"" filter either. This app went from indispensable to useless.  Edit: not even labels for what country the cities are in! You have to scroll around like a fool and do a google search. Go back to the column view and nested folder structure. No more gaudy tourist agency photos.",0.9571129679679871,0.09946303069591522,-1.0798360109329224
8872,2016,1,"This was a really useful app, very quick and intuitive to use with an easy to understand graphic representation of the flights available and their cost. What on earth happened. Bring back the original and call it the classic version as a separate app and very few will download this thing. Development is supposed to be about making things better. I really hate this text based, click here to find out a little more approach. Bring back the good working graphs they made it better than similar apps.",0.22921687364578247,0.0023318235762417316,-0.20593343675136566
8873,2016,1,Skyscanner has always been quite a consistant trustworthy app but they dropped the ball with this last update. Many small things not working like they used to. Hopefully they fix it soon. Update 13th August...yes the one way everywhere flights have been completely ruined. My most used app feature 😕 Don't fix what isn't broken App team. I'd pay to go back to the old graph version 😕😕😕,1.4210405349731445,-0.022582698613405228,-1.4850035905838013
8874,2016,1,"Used to be so easy to search for flights but now they have made it so difficult and I can't even work out how you search for a single flight anymore. Looks like it's time for a change. Update 11th August 2016, yet again they have messed with the app and rendered it completely useless if you want to to search for flights. I do not understand the need to mess with the app and make it completely useless.",2.6837639808654785,-0.3931771218776703,-2.35941219329834
8875,2016,1,I used to love this app but it has been ruined. It's so messy and hard to use. Before I used to use the 'everywhere' feature and it would give me a list of the cheapest countries I could travel too. Now it comes up with random destinations in a tile format which is so hard to understand and dosent display what I want. I just want to know the cheapest country I can fly too. Please bring this back!,1.5555897951126099,-0.11529640108346939,-1.494336724281311
8876,2016,1,"Upgraded my mobile and downloaded this app as I've always used it to book flights before. For whatever reason the app is now completely changed with much of the previous functionality  (filtering departure and arrival times, airlines etc) has now gone leaving a bare app much the same as any travel app out there. Pity it's now useless to me and I'm deleting it :-(",1.4560728073120117,0.09605936706066132,-1.611494541168213
8877,2016,1,"I liked the old version with graphs and a heck of a lot destinations in the everywhere option. It was quick and easy to look up cheapest destinations around the globe. Also the option to show cheapest flight dates was very good, I could plan my holiday around them. The essence of the app has been lost somewhat in the sense that people want it to find cheapest flights easily to any destination with any dates and have a browse at random flights to entice them to plan their next holiday as well.",-1.8549630641937256,-0.010802317410707474,2.0776073932647705
8878,2016,2,There seems to be no correlation between the advertised price and the actual price... To be fair to skyscanner the mobile optimised site is still very good but it's very irritating to spend time searching flights only to find out the prices are not accurate. ..unlike the mos which is accurate and also still user friendly in terms of functionality...I don't think it should take much to retweak the app to sort these issues out...could be a PHP issue?,1.0494048595428467,0.10210925340652466,-1.2529281377792358
8879,2016,1,"I've never written any review but this is so bad I had to. New layout makes it impossible to select whole year to browse at leisure, results display make it hard to browse destination by country, then see detail by city, app keeps asking for location, all in all app has lost all interesting features that made it different from any other. I am terribly disappointed and see no purpose to this app anymore.",2.7660183906555176,-0.4807145595550537,-2.397254705429077
8880,2016,2,"Any way I can go back to an older version where there were graphs and I could look for one way flights to ""everywhere""? And also i used to be able to check which day would be the cheapest. There were so many ways to search for great deals. Now I'm just getting random results, it looks like. No idea how to use this app anymore. It worked super well last year. Now it doesn't even seem like the same app, any recommendations of which app I can use now?",-0.7980238199234009,0.07341763377189636,0.8979626893997192
8881,2016,1,"What was once the go to app for searching for flights is now almost unusable. I'm not sure how such an intuitive app has been ruined to this degree. I understand why you're trying to sell people the ""top deals"", but the app is now left lacking the charm it has previously. I'll probably try something else now.",2.007432460784912,-0.055142901837825775,-2.0561704635620117
8882,2016,3,"5 stars for the concept/service, 1 Star for the current app version. The whole top deals thing is really annoying and its hard to search for a simple flight now. I jump onto the website now or even get on bravofly or something because it's too annoying now",2.712434768676758,-0.43254518508911133,-2.271738052368164
8883,2016,2,"I used to love the Skyscanner app. Now it's extremely frustrating to use. Trying to search flying from tehran to turkey, one way, and it automatically puts in a 7 day return date. New interface is messy and difficult to use.  The graphs were the best part of the skyscanner app. Very disappointed.",1.5868337154388428,-0.19855362176895142,-1.39930260181427
